date,time,code,name,currency,price,diff,per_diff
14/10/2019,15:15,PSN,PERSIMMON,GBX,2286.00,-1.00,-0.04
14/10/2019,15:15,PHNX,PHOENIX GRP HDG,GBX,695.90,-8.60,-1.22
14/10/2019,15:15,POLY,POLYMETAL INT,GBX,1157.00,+14.50,+1.27
14/10/2019,15:15,PRU,PRUDENTIAL,GBX,1462.00,-46.50,-3.08
14/10/2019,15:15,RDSA,RDS 'A',GBX,2288.50,-2.00,-0.09
14/10/2019,15:15,RDSB,RDS 'B',GBX,2277.00,-5.00,-0.22
14/10/2019,15:15,RB.,RECKITT BEN. GP,GBX,6114.00,+19.00,+0.31
14/10/2019,15:15,REL,RELX,GBX,1817.00,-19.50,-1.06
14/10/2019,15:15,RTO,RENTOKIL INITL.,GBX,451.90,-2.80,-0.62
14/10/2019,15:15,RMV,RIGHTMOVE,GBX,552.00,-5.00,-0.90
14/10/2019,15:15,RIO,RIO TINTO,GBX,4136.00,-73.50,-1.75
14/10/2019,15:15,RR.,ROLLS-ROYCE HLG,GBX,746.60,+3.40,+0.46
14/10/2019,15:15,RBS,ROYAL BANK SCOT,GBX,215.90,-2.40,-1.10
14/10/2019,15:15,RSA,RSA INS.,GBX,514.40,-9.80,-1.87
14/10/2019,15:15,SGE,SAGE GRP.,GBX,701.40,+8.40,+1.21
14/10/2019,15:15,SBRY,SAINSBURY(J),GBX,214.30,-0.30,-0.14
14/10/2019,15:15,SDR,SCHRODERS,GBX,2923.00,-46.00,-1.55
14/10/2019,15:15,SMT,SCOTTISH MORT,GBX,494.80,-5.20,-1.04
14/10/2019,15:15,SGRO,SEGRO,GBX,812.40,-9.80,-1.19
14/10/2019,15:15,SVT,SEVERN TRENT,GBX,2183.00,-32.00,-1.45
14/10/2019,15:15,SN.,SMITH&NEPHEW,GBX,1857.00,-3.00,-0.16
14/10/2019,15:15,SMDS,SMITH(DS),GBX,347.10,+2.10,+0.61
14/10/2019,15:15,SMIN,SMITHS GROUP,GBX,1575.00,-2.50,-0.16
14/10/2019,15:15,SKG,SMURFIT KAP.,GBX,2508.00,-22.00,-0.87
14/10/2019,15:15,SPX,SPIRAX-SARCO,GBX,7630.00,+65.00,+0.86
14/10/2019,15:15,SSE,SSE,GBX,1295.00,-14.00,-1.07
14/10/2019,15:15,STJ,ST.JAMES'S PLAC,GBX,996.40,-8.10,-0.81
14/10/2019,15:15,STAN,STAND.CHART.,GBX,654.60,-0.80,-0.12
14/10/2019,15:15,SLA,STD LIFE ABER,GBX,281.40,-4.60,-1.61
14/10/2019,15:15,TW.,TAYLOR WIMPEY,GBX,161.55,-2.20,-1.34
14/10/2019,15:15,TSCO,TESCO,GBX,239.60,-2.60,-1.07
14/10/2019,15:15,TUI,TUI AG,GBX,1007.00,+2.00,+0.20
14/10/2019,15:15,ULVR,UNILEVER,GBX,4655.00,+8.00,+0.17
14/10/2019,15:15,UU.,UTD. UTILITIES,GBX,829.60,-14.20,-1.68
14/10/2019,15:15,VOD,VODAFONE GRP.,GBX,161.34,+0.04,+0.03
14/10/2019,15:15,WTB,WHITBREAD,GBX,4160.00,-35.00,-0.83
14/10/2019,15:15,WPP,WPP,GBX,949.60,+18.60,+2.00
14/10/2019,15:30,III,3I GRP.,GBX,1075.00,-17.50,-1.60
14/10/2019,15:30,ABF,A.B.FOOD,GBX,2181.00,0.00,+0.00
14/10/2019,15:30,ADM,ADMIRAL GRP,GBX,2041.00,-35.00,-1.69
14/10/2019,15:30,AAL,ANGLO AMERICAN,GBX,1934.20,-50.40,-2.54
14/10/2019,15:30,ANTO,ANTOFAGASTA,GBX,865.00,-10.80,-1.23
14/10/2019,15:30,AHT,ASHTEAD GRP.,GBX,2138.00,-37.00,-1.70
14/10/2019,15:30,AZN,ASTRAZENECA,GBX,6965.00,+49.00,+0.71
14/10/2019,15:30,AUTO,AUTO TRAD,GBX,525.80,-13.80,-2.56
14/10/2019,15:30,AVV,AVEVA GRP,GBX,3756.00,+38.00,+1.02
14/10/2019,15:30,AV.,AVIVA,GBX,396.00,-9.20,-2.27
14/10/2019,15:30,BA.,BAE SYS.,GBX,556.40,+0.40,+0.07
14/10/2019,15:30,BARC,BARCLAYS,GBX,158.60,-1.88,-1.17
14/10/2019,15:30,BDEV,BARRATT DEVEL.,GBX,645.60,-8.80,-1.34
14/10/2019,15:30,BKG,BERKELEY GP.HLD,GBX,4370.00,+15.00,+0.34
14/10/2019,15:30,BHP,BHP GROUP,GBX,1682.20,-38.20,-2.22
14/10/2019,15:30,BP.,BP,GBX,492.75,-0.80,-0.16
14/10/2019,15:30,BATS,BR.AMER.TOB.,GBX,2695.00,-15.00,-0.55
14/10/2019,15:30,BLND,BR.LAND,GBX,587.60,-3.40,-0.57
14/10/2019,15:30,BT.A,BT GROUP,GBX,198.14,+1.14,+0.58
14/10/2019,15:30,BNZL,BUNZL,GBX,1977.00,-48.00,-2.37
14/10/2019,15:30,BRBY,BURBERRY GRP,GBX,2005.00,+1.00,+0.05
14/10/2019,15:30,CCL,CARNIVAL,GBX,3092.00,-27.00,-0.87
14/10/2019,15:30,CNA,CENTRICA,GBX,67.60,-1.16,-1.69
14/10/2019,15:30,CCH,COCACOLA HBC AG,GBX,2531.00,-11.00,-0.43
14/10/2019,15:30,CPG,COMPASS GROUP,GBX,2000.00,-7.00,-0.35
14/10/2019,15:30,CRH,CRH,GBX,2708.00,-2.00,-0.07
14/10/2019,15:30,CRDA,CRODA INTL.,GBX,4740.00,+6.00,+0.13
14/10/2019,15:30,DCC,DCC,GBX,6854.00,-46.00,-0.67
14/10/2019,15:30,DGE,DIAGEO,GBX,3231.00,+21.00,+0.65
14/10/2019,15:30,EVR,EVRAZ,GBX,415.40,-19.10,-4.40
14/10/2019,15:30,EXPN,EXPERIAN,GBX,2457.00,-26.00,-1.05
14/10/2019,15:30,FERG,FERGUSON,GBX,6382.00,-18.00,-0.28
14/10/2019,15:30,FLTR,FLUTTER ENT,GBX,7624.00,-26.00,-0.34
14/10/2019,15:30,FRES,FRESNILLO,GBX,636.00,+5.20,+0.82
14/10/2019,15:30,GSK,GLAXOSMITHKLINE,GBX,1683.20,+8.20,+0.49
14/10/2019,15:30,GLEN,GLENCORE,GBX,231.80,-5.70,-2.40
14/10/2019,15:30,HLMA,HALMA,GBX,1887.50,-1.50,-0.08
14/10/2019,15:30,HL.,HARGREAVES LANS,GBX,1795.00,-57.50,-3.10
14/10/2019,15:30,HIK,HIKMA,GBX,2014.00,-8.00,-0.40
14/10/2019,15:30,HSX,HISCOX,GBX,1565.00,-39.00,-2.43
14/10/2019,15:30,HSBA,HSBC HLDGS.UK,GBX,607.00,-0.40,-0.07
14/10/2019,15:30,IMB,IMP.BRANDS,GBX,1837.40,-16.00,-0.86
14/10/2019,15:30,INF,INFORMA,GBX,779.00,-9.00,-1.14
14/10/2019,15:30,IHG,INTERCON. HOTEL,GBX,4727.00,-35.00,-0.73
14/10/2019,15:30,ITRK,INTERTEK GROUP,GBX,5180.00,-70.00,-1.33
14/10/2019,15:30,IAG,INTL CONSOL AIR,GBX,493.50,-5.40,-1.08
14/10/2019,15:30,ITV,ITV,GBX,128.85,-0.45,-0.35
14/10/2019,15:30,JD.,JD SPORTS,GBX,762.40,+1.60,+0.21
14/10/2019,15:30,JMAT,JOHNSON MATTHEY,GBX,2985.00,+4.00,+0.13
14/10/2019,15:30,JE.,JUST EAT,GBX,625.00,-2.40,-0.38
14/10/2019,15:30,KGF,KINGFISHER,GBX,214.50,+4.30,+2.05
14/10/2019,15:30,LAND,LAND SECS.,GBX,893.20,-2.40,-0.27
14/10/2019,15:30,LGEN,LEGAL&GEN.,GBX,259.60,-1.20,-0.46
14/10/2019,15:30,LLOY,LLOYDS GRP.,GBX,57.90,-1.23,-2.08
14/10/2019,15:30,LSE,LON.STK.EXCH,GBX,7302.00,+2.00,+0.03
14/10/2019,15:30,MGGT,MEGGITT,GBX,612.00,-6.60,-1.07
14/10/2019,15:30,MRO,MELROSE IND,GBX,200.80,-0.30,-0.15
14/10/2019,15:30,MNDI,MONDI,GBX,1602.50,+7.00,+0.44
14/10/2019,15:30,MRW,MORRISON (WM),GBX,204.30,+1.00,+0.49
14/10/2019,15:30,NG.,NATIONAL GRID,GBX,885.10,-6.50,-0.73
14/10/2019,15:30,NXT,NEXT,GBX,6556.00,+98.00,+1.52
14/10/2019,15:30,NMC,NMC HEALTH,GBX,2588.00,-120.00,-4.43
14/10/2019,15:30,OCDO,OCADO,GBX,1306.00,-16.00,-1.21
14/10/2019,15:30,PSON,PEARSON,GBX,687.20,-6.40,-0.92
14/10/2019,15:30,PSN,PERSIMMON,GBX,2288.00,+1.00,+0.04
14/10/2019,15:30,PHNX,PHOENIX GRP HDG,GBX,694.90,-9.60,-1.36
14/10/2019,15:30,POLY,POLYMETAL INT,GBX,1153.50,+11.00,+0.96
14/10/2019,15:30,PRU,PRUDENTIAL,GBX,1464.00,-44.50,-2.95
14/10/2019,15:30,RDSA,RDS 'A',GBX,2287.00,-3.50,-0.15
14/10/2019,15:30,RDSB,RDS 'B',GBX,2276.00,-6.00,-0.26
14/10/2019,15:30,RB.,RECKITT BEN. GP,GBX,6094.00,-1.00,-0.02
14/10/2019,15:30,REL,RELX,GBX,1817.50,-19.00,-1.03
14/10/2019,15:30,RTO,RENTOKIL INITL.,GBX,451.50,-3.20,-0.70
14/10/2019,15:30,RMV,RIGHTMOVE,GBX,553.20,-3.80,-0.68
14/10/2019,15:30,RIO,RIO TINTO,GBX,4130.50,-79.00,-1.88
14/10/2019,15:30,RR.,ROLLS-ROYCE HLG,GBX,746.00,+2.80,+0.38
14/10/2019,15:30,RBS,ROYAL BANK SCOT,GBX,216.00,-2.30,-1.05
14/10/2019,15:30,RSA,RSA INS.,GBX,514.20,-10.00,-1.91
14/10/2019,15:30,SGE,SAGE GRP.,GBX,699.20,+6.20,+0.90
14/10/2019,15:30,SBRY,SAINSBURY(J),GBX,214.50,-0.10,-0.05
14/10/2019,15:30,SDR,SCHRODERS,GBX,2923.00,-46.00,-1.55
14/10/2019,15:30,SMT,SCOTTISH MORT,GBX,494.40,-5.60,-1.12
14/10/2019,15:30,SGRO,SEGRO,GBX,811.80,-10.40,-1.26
14/10/2019,15:30,SVT,SEVERN TRENT,GBX,2179.00,-36.00,-1.62
14/10/2019,15:30,SN.,SMITH&NEPHEW,GBX,1856.50,-3.50,-0.19
14/10/2019,15:30,SMDS,SMITH(DS),GBX,347.40,+2.40,+0.70
14/10/2019,15:30,SMIN,SMITHS GROUP,GBX,1573.50,-4.00,-0.25
14/10/2019,15:30,SKG,SMURFIT KAP.,GBX,2508.00,-22.00,-0.87
14/10/2019,15:30,SPX,SPIRAX-SARCO,GBX,7605.00,+40.00,+0.53
14/10/2019,15:30,SSE,SSE,GBX,1299.00,-10.00,-0.76
14/10/2019,15:30,STJ,ST.JAMES'S PLAC,GBX,998.60,-5.90,-0.59
14/10/2019,15:30,STAN,STAND.CHART.,GBX,654.80,-0.60,-0.09
14/10/2019,15:30,SLA,STD LIFE ABER,GBX,281.20,-4.80,-1.68
14/10/2019,15:30,TW.,TAYLOR WIMPEY,GBX,161.60,-2.15,-1.31
14/10/2019,15:30,TSCO,TESCO,GBX,239.50,-2.70,-1.11
14/10/2019,15:30,TUI,TUI AG,GBX,1008.50,+3.50,+0.35
14/10/2019,15:30,ULVR,UNILEVER,GBX,4646.00,-1.00,-0.02
14/10/2019,15:30,UU.,UTD. UTILITIES,GBX,828.20,-15.60,-1.85
14/10/2019,15:30,VOD,VODAFONE GRP.,GBX,161.26,-0.04,-0.03
14/10/2019,15:30,WTB,WHITBREAD,GBX,4156.00,-39.00,-0.93
14/10/2019,15:30,WPP,WPP,GBX,953.40,+22.40,+2.41
14/10/2019,15:45,III,3I GRP.,GBX,1073.50,-19.00,-1.74
14/10/2019,15:45,ABF,A.B.FOOD,GBX,2186.00,+5.00,+0.23
14/10/2019,15:45,ADM,ADMIRAL GRP,GBX,2039.00,-37.00,-1.78
14/10/2019,15:45,AAL,ANGLO AMERICAN,GBX,1929.80,-54.80,-2.76
14/10/2019,15:45,ANTO,ANTOFAGASTA,GBX,863.80,-12.00,-1.37
14/10/2019,15:45,AHT,ASHTEAD GRP.,GBX,2138.00,-37.00,-1.70
14/10/2019,15:45,AZN,ASTRAZENECA,GBX,6970.00,+54.00,+0.78
14/10/2019,15:45,AUTO,AUTO TRAD,GBX,525.80,-13.80,-2.56
14/10/2019,15:45,AVV,AVEVA GRP,GBX,3746.00,+28.00,+0.75
14/10/2019,15:45,AV.,AVIVA,GBX,396.30,-8.90,-2.20
14/10/2019,15:45,BA.,BAE SYS.,GBX,556.20,+0.20,+0.04
14/10/2019,15:45,BARC,BARCLAYS,GBX,158.12,-2.36,-1.47
14/10/2019,15:45,BDEV,BARRATT DEVEL.,GBX,646.80,-7.60,-1.16
14/10/2019,15:45,BKG,BERKELEY GP.HLD,GBX,4370.00,+15.00,+0.34
14/10/2019,15:45,BHP,BHP GROUP,GBX,1679.00,-41.40,-2.41
14/10/2019,15:45,BP.,BP,GBX,491.25,-2.30,-0.47
14/10/2019,15:45,BATS,BR.AMER.TOB.,GBX,2694.00,-16.00,-0.59
14/10/2019,15:45,BLND,BR.LAND,GBX,587.60,-3.40,-0.57
14/10/2019,15:45,BT.A,BT GROUP,GBX,198.20,+1.20,+0.61
14/10/2019,15:45,BNZL,BUNZL,GBX,1974.50,-50.50,-2.49
14/10/2019,15:45,BRBY,BURBERRY GRP,GBX,2000.00,-4.00,-0.20
14/10/2019,15:45,CCL,CARNIVAL,GBX,3089.00,-30.00,-0.96
14/10/2019,15:45,CNA,CENTRICA,GBX,67.60,-1.16,-1.69
14/10/2019,15:45,CCH,COCACOLA HBC AG,GBX,2532.00,-10.00,-0.39
14/10/2019,15:45,CPG,COMPASS GROUP,GBX,1998.50,-8.50,-0.42
14/10/2019,15:45,CRH,CRH,GBX,2714.00,+4.00,+0.15
14/10/2019,15:45,CRDA,CRODA INTL.,GBX,4736.00,+2.00,+0.04
14/10/2019,15:45,DCC,DCC,GBX,6842.00,-58.00,-0.84
14/10/2019,15:45,DGE,DIAGEO,GBX,3232.50,+22.50,+0.70
14/10/2019,15:45,EVR,EVRAZ,GBX,414.30,-20.20,-4.65
14/10/2019,15:45,EXPN,EXPERIAN,GBX,2453.00,-30.00,-1.21
14/10/2019,15:45,FERG,FERGUSON,GBX,6384.00,-16.00,-0.25
14/10/2019,15:45,FLTR,FLUTTER ENT,GBX,7636.00,-14.00,-0.18
14/10/2019,15:45,FRES,FRESNILLO,GBX,633.40,+2.60,+0.41
14/10/2019,15:45,GSK,GLAXOSMITHKLINE,GBX,1684.20,+9.20,+0.55
14/10/2019,15:45,GLEN,GLENCORE,GBX,230.50,-7.00,-2.95
14/10/2019,15:45,HLMA,HALMA,GBX,1888.50,-0.50,-0.03
14/10/2019,15:45,HL.,HARGREAVES LANS,GBX,1794.50,-58.00,-3.13
14/10/2019,15:45,HIK,HIKMA,GBX,2016.00,-6.00,-0.30
14/10/2019,15:45,HSX,HISCOX,GBX,1564.00,-40.00,-2.49
14/10/2019,15:45,HSBA,HSBC HLDGS.UK,GBX,607.30,-0.10,-0.02
14/10/2019,15:45,IMB,IMP.BRANDS,GBX,1839.00,-14.40,-0.78
14/10/2019,15:45,INF,INFORMA,GBX,779.20,-8.80,-1.12
14/10/2019,15:45,IHG,INTERCON. HOTEL,GBX,4723.00,-39.00,-0.82
14/10/2019,15:45,ITRK,INTERTEK GROUP,GBX,5178.00,-72.00,-1.37
14/10/2019,15:45,IAG,INTL CONSOL AIR,GBX,493.10,-5.80,-1.16
14/10/2019,15:45,ITV,ITV,GBX,129.15,-0.15,-0.12
14/10/2019,15:45,JD.,JD SPORTS,GBX,762.80,+2.00,+0.26
14/10/2019,15:45,JMAT,JOHNSON MATTHEY,GBX,2976.00,-5.00,-0.17
14/10/2019,15:45,JE.,JUST EAT,GBX,620.20,-7.20,-1.15
14/10/2019,15:45,KGF,KINGFISHER,GBX,214.50,+4.30,+2.05
14/10/2019,15:45,LAND,LAND SECS.,GBX,893.20,-2.40,-0.27
14/10/2019,15:45,LGEN,LEGAL&GEN.,GBX,258.80,-2.00,-0.77
14/10/2019,15:45,LLOY,LLOYDS GRP.,GBX,57.63,-1.50,-2.54
14/10/2019,15:45,LSE,LON.STK.EXCH,GBX,7288.00,-12.00,-0.16
14/10/2019,15:45,MGGT,MEGGITT,GBX,610.40,-8.20,-1.33
14/10/2019,15:45,MRO,MELROSE IND,GBX,201.00,-0.10,-0.05
14/10/2019,15:45,MNDI,MONDI,GBX,1596.50,+1.00,+0.06
14/10/2019,15:45,MRW,MORRISON (WM),GBX,204.60,+1.30,+0.64
14/10/2019,15:45,NG.,NATIONAL GRID,GBX,885.00,-6.60,-0.74
14/10/2019,15:45,NXT,NEXT,GBX,6590.00,+132.00,+2.04
14/10/2019,15:45,NMC,NMC HEALTH,GBX,2583.00,-125.00,-4.62
14/10/2019,15:45,OCDO,OCADO,GBX,1307.50,-14.50,-1.10
14/10/2019,15:45,PSON,PEARSON,GBX,687.40,-6.20,-0.89
14/10/2019,15:45,PSN,PERSIMMON,GBX,2290.00,+3.00,+0.13
14/10/2019,15:45,PHNX,PHOENIX GRP HDG,GBX,694.30,-10.20,-1.45
14/10/2019,15:45,POLY,POLYMETAL INT,GBX,1153.00,+10.50,+0.92
14/10/2019,15:45,PRU,PRUDENTIAL,GBX,1465.50,-43.00,-2.85
14/10/2019,15:45,RDSA,RDS 'A',GBX,2281.50,-9.00,-0.39
14/10/2019,15:45,RDSB,RDS 'B',GBX,2271.00,-11.00,-0.48
14/10/2019,15:45,RB.,RECKITT BEN. GP,GBX,6085.00,-10.00,-0.16
14/10/2019,15:45,REL,RELX,GBX,1815.50,-21.00,-1.14
14/10/2019,15:45,RTO,RENTOKIL INITL.,GBX,450.80,-3.90,-0.86
14/10/2019,15:45,RMV,RIGHTMOVE,GBX,552.00,-5.00,-0.90
14/10/2019,15:45,RIO,RIO TINTO,GBX,4122.50,-87.00,-2.07
14/10/2019,15:45,RR.,ROLLS-ROYCE HLG,GBX,745.60,+2.40,+0.32
14/10/2019,15:45,RBS,ROYAL BANK SCOT,GBX,214.80,-3.50,-1.60
14/10/2019,15:45,RSA,RSA INS.,GBX,514.20,-10.00,-1.91
14/10/2019,15:45,SGE,SAGE GRP.,GBX,698.60,+5.60,+0.81
14/10/2019,15:45,SBRY,SAINSBURY(J),GBX,214.80,+0.20,+0.09
14/10/2019,15:45,SDR,SCHRODERS,GBX,2920.00,-49.00,-1.65
14/10/2019,15:45,SMT,SCOTTISH MORT,GBX,494.00,-6.00,-1.20
14/10/2019,15:45,SGRO,SEGRO,GBX,811.80,-10.40,-1.26
14/10/2019,15:45,SVT,SEVERN TRENT,GBX,2181.00,-34.00,-1.53
14/10/2019,15:45,SN.,SMITH&NEPHEW,GBX,1857.00,-3.00,-0.16
14/10/2019,15:45,SMDS,SMITH(DS),GBX,346.10,+1.10,+0.32
14/10/2019,15:45,SMIN,SMITHS GROUP,GBX,1575.00,-2.50,-0.16
14/10/2019,15:45,SKG,SMURFIT KAP.,GBX,2496.00,-34.00,-1.34
14/10/2019,15:45,SPX,SPIRAX-SARCO,GBX,7600.00,+35.00,+0.46
14/10/2019,15:45,SSE,SSE,GBX,1296.00,-13.00,-0.99
14/10/2019,15:45,STJ,ST.JAMES'S PLAC,GBX,1000.50,-4.00,-0.40
14/10/2019,15:45,STAN,STAND.CHART.,GBX,654.20,-1.20,-0.18
14/10/2019,15:45,SLA,STD LIFE ABER,GBX,281.60,-4.40,-1.54
14/10/2019,15:45,TW.,TAYLOR WIMPEY,GBX,161.65,-2.10,-1.28
14/10/2019,15:45,TSCO,TESCO,GBX,240.00,-2.20,-0.91
14/10/2019,15:45,TUI,TUI AG,GBX,1005.50,+0.50,+0.05
14/10/2019,15:45,ULVR,UNILEVER,GBX,4644.50,-2.50,-0.05
14/10/2019,15:45,UU.,UTD. UTILITIES,GBX,829.20,-14.60,-1.73
14/10/2019,15:45,VOD,VODAFONE GRP.,GBX,161.04,-0.26,-0.16
14/10/2019,15:45,WTB,WHITBREAD,GBX,4153.00,-42.00,-1.00
14/10/2019,15:45,WPP,WPP,GBX,953.40,+22.40,+2.41
14/10/2019,16:00,III,3I GRP.,GBX,1075.00,-17.50,-1.60
14/10/2019,16:00,ABF,A.B.FOOD,GBX,2194.00,+13.00,+0.60
14/10/2019,16:00,ADM,ADMIRAL GRP,GBX,2041.00,-35.00,-1.69
14/10/2019,16:00,AAL,ANGLO AMERICAN,GBX,1931.60,-53.00,-2.67
14/10/2019,16:00,ANTO,ANTOFAGASTA,GBX,865.00,-10.80,-1.23
14/10/2019,16:00,AHT,ASHTEAD GRP.,GBX,2139.00,-36.00,-1.66
14/10/2019,16:00,AZN,ASTRAZENECA,GBX,6986.00,+70.00,+1.01
14/10/2019,16:00,AUTO,AUTO TRAD,GBX,527.40,-12.20,-2.26
14/10/2019,16:00,AVV,AVEVA GRP,GBX,3756.00,+38.00,+1.02
14/10/2019,16:00,AV.,AVIVA,GBX,396.70,-8.50,-2.10
14/10/2019,16:00,BA.,BAE SYS.,GBX,557.00,+1.00,+0.18
14/10/2019,16:00,BARC,BARCLAYS,GBX,158.20,-2.28,-1.42
14/10/2019,16:00,BDEV,BARRATT DEVEL.,GBX,648.00,-6.40,-0.98
14/10/2019,16:00,BKG,BERKELEY GP.HLD,GBX,4372.00,+17.00,+0.39
14/10/2019,16:00,BHP,BHP GROUP,GBX,1680.60,-39.80,-2.31
14/10/2019,16:00,BP.,BP,GBX,492.00,-1.55,-0.31
14/10/2019,16:00,BATS,BR.AMER.TOB.,GBX,2697.50,-12.50,-0.46
14/10/2019,16:00,BLND,BR.LAND,GBX,589.00,-2.00,-0.34
14/10/2019,16:00,BT.A,BT GROUP,GBX,198.72,+1.72,+0.87
14/10/2019,16:00,BNZL,BUNZL,GBX,1986.00,-39.00,-1.93
14/10/2019,16:00,BRBY,BURBERRY GRP,GBX,2001.00,-3.00,-0.15
14/10/2019,16:00,CCL,CARNIVAL,GBX,3103.00,-16.00,-0.51
14/10/2019,16:00,CNA,CENTRICA,GBX,67.74,-1.02,-1.48
14/10/2019,16:00,CCH,COCACOLA HBC AG,GBX,2531.00,-11.00,-0.43
14/10/2019,16:00,CPG,COMPASS GROUP,GBX,2002.00,-5.00,-0.25
14/10/2019,16:00,CRH,CRH,GBX,2721.00,+11.00,+0.41
14/10/2019,16:00,CRDA,CRODA INTL.,GBX,4744.00,+10.00,+0.21
14/10/2019,16:00,DCC,DCC,GBX,6852.00,-48.00,-0.70
14/10/2019,16:00,DGE,DIAGEO,GBX,3233.50,+23.50,+0.73
14/10/2019,16:00,EVR,EVRAZ,GBX,415.20,-19.30,-4.44
14/10/2019,16:00,EXPN,EXPERIAN,GBX,2451.00,-32.00,-1.29
14/10/2019,16:00,FERG,FERGUSON,GBX,6400.00,0.00,+0.00
14/10/2019,16:00,FLTR,FLUTTER ENT,GBX,7634.00,-16.00,-0.21
14/10/2019,16:00,FRES,FRESNILLO,GBX,634.80,+4.00,+0.63
14/10/2019,16:00,GSK,GLAXOSMITHKLINE,GBX,1686.40,+11.40,+0.68
14/10/2019,16:00,GLEN,GLENCORE,GBX,231.00,-6.50,-2.74
14/10/2019,16:00,HLMA,HALMA,GBX,1889.50,+0.50,+0.03
14/10/2019,16:00,HL.,HARGREAVES LANS,GBX,1795.50,-57.00,-3.08
14/10/2019,16:00,HIK,HIKMA,GBX,2020.00,-2.00,-0.10
14/10/2019,16:00,HSX,HISCOX,GBX,1565.00,-39.00,-2.43
14/10/2019,16:00,HSBA,HSBC HLDGS.UK,GBX,608.40,+1.00,+0.17
14/10/2019,16:00,IMB,IMP.BRANDS,GBX,1838.80,-14.60,-0.79
14/10/2019,16:00,INF,INFORMA,GBX,780.40,-7.60,-0.96
14/10/2019,16:00,IHG,INTERCON. HOTEL,GBX,4733.50,-28.50,-0.60
14/10/2019,16:00,ITRK,INTERTEK GROUP,GBX,5184.00,-66.00,-1.26
14/10/2019,16:00,IAG,INTL CONSOL AIR,GBX,493.90,-5.00,-1.00
14/10/2019,16:00,ITV,ITV,GBX,128.85,-0.45,-0.35
14/10/2019,16:00,JD.,JD SPORTS,GBX,765.80,+5.00,+0.66
14/10/2019,16:00,JMAT,JOHNSON MATTHEY,GBX,2979.00,-2.00,-0.07
14/10/2019,16:00,JE.,JUST EAT,GBX,622.80,-4.60,-0.73
14/10/2019,16:00,KGF,KINGFISHER,GBX,215.70,+5.50,+2.62
14/10/2019,16:00,LAND,LAND SECS.,GBX,894.00,-1.60,-0.18
14/10/2019,16:00,LGEN,LEGAL&GEN.,GBX,259.80,-1.00,-0.38
14/10/2019,16:00,LLOY,LLOYDS GRP.,GBX,57.64,-1.49,-2.52
14/10/2019,16:00,LSE,LON.STK.EXCH,GBX,7298.00,-2.00,-0.03
14/10/2019,16:00,MGGT,MEGGITT,GBX,612.80,-5.80,-0.94
14/10/2019,16:00,MRO,MELROSE IND,GBX,201.40,+0.30,+0.15
14/10/2019,16:00,MNDI,MONDI,GBX,1596.00,+0.50,+0.03
14/10/2019,16:00,MRW,MORRISON (WM),GBX,204.50,+1.20,+0.59
14/10/2019,16:00,NG.,NATIONAL GRID,GBX,885.70,-5.90,-0.66
14/10/2019,16:00,NXT,NEXT,GBX,6598.00,+140.00,+2.17
14/10/2019,16:00,NMC,NMC HEALTH,GBX,2592.00,-116.00,-4.28
14/10/2019,16:00,OCDO,OCADO,GBX,1307.50,-14.50,-1.10
14/10/2019,16:00,PSON,PEARSON,GBX,688.80,-4.80,-0.69
14/10/2019,16:00,PSN,PERSIMMON,GBX,2298.00,+11.00,+0.48
14/10/2019,16:00,PHNX,PHOENIX GRP HDG,GBX,696.60,-7.90,-1.12
14/10/2019,16:00,POLY,POLYMETAL INT,GBX,1154.50,+12.00,+1.05
14/10/2019,16:00,PRU,PRUDENTIAL,GBX,1466.50,-42.00,-2.78
14/10/2019,16:00,RDSA,RDS 'A',GBX,2286.50,-4.00,-0.17
14/10/2019,16:00,RDSB,RDS 'B',GBX,2276.00,-6.00,-0.26
14/10/2019,16:00,RB.,RECKITT BEN. GP,GBX,6092.00,-3.00,-0.05
14/10/2019,16:00,REL,RELX,GBX,1818.50,-18.00,-0.98
14/10/2019,16:00,RTO,RENTOKIL INITL.,GBX,451.60,-3.10,-0.68
14/10/2019,16:00,RMV,RIGHTMOVE,GBX,553.00,-4.00,-0.72
14/10/2019,16:00,RIO,RIO TINTO,GBX,4125.00,-84.50,-2.01
14/10/2019,16:00,RR.,ROLLS-ROYCE HLG,GBX,750.00,+6.80,+0.92
14/10/2019,16:00,RBS,ROYAL BANK SCOT,GBX,216.10,-2.20,-1.01
14/10/2019,16:00,RSA,RSA INS.,GBX,516.00,-8.20,-1.56
14/10/2019,16:00,SGE,SAGE GRP.,GBX,699.40,+6.40,+0.92
14/10/2019,16:00,SBRY,SAINSBURY(J),GBX,215.40,+0.80,+0.37
14/10/2019,16:00,SDR,SCHRODERS,GBX,2925.00,-44.00,-1.48
14/10/2019,16:00,SMT,SCOTTISH MORT,GBX,494.60,-5.40,-1.08
14/10/2019,16:00,SGRO,SEGRO,GBX,812.80,-9.40,-1.14
14/10/2019,16:00,SVT,SEVERN TRENT,GBX,2182.00,-33.00,-1.49
14/10/2019,16:00,SN.,SMITH&NEPHEW,GBX,1860.00,0.00,+0.00
14/10/2019,16:00,SMDS,SMITH(DS),GBX,346.40,+1.40,+0.41
14/10/2019,16:00,SMIN,SMITHS GROUP,GBX,1577.50,0.00,+0.00
14/10/2019,16:00,SKG,SMURFIT KAP.,GBX,2498.00,-32.00,-1.26
