date,time,code,name,currency,price,diff,per_diff
17/10/2019,10:00,AHT,ASHTEAD GRP.,GBX,2103.00,-8.00,-0.38
17/10/2019,10:00,AZN,ASTRAZENECA,GBX,6820.00,+5.00,+0.07
17/10/2019,10:00,AUTO,AUTO TRAD,GBX,535.20,-0.20,-0.04
17/10/2019,10:00,AVV,AVEVA GRP,GBX,3838.00,+4.00,+0.10
17/10/2019,10:00,AV.,AVIVA,GBX,410.00,+1.50,+0.37
17/10/2019,10:00,BA.,BAE SYS.,GBX,535.60,-19.80,-3.56
17/10/2019,10:00,BARC,BARCLAYS,GBX,165.40,+1.14,+0.69
17/10/2019,10:00,BDEV,BARRATT DEVEL.,GBX,665.60,-11.20,-1.66
17/10/2019,10:00,BKG,BERKELEY GP.HLD,GBX,4425.00,-29.00,-0.65
17/10/2019,10:00,BHP,BHP GROUP,GBX,1622.20,-0.40,-0.03
17/10/2019,10:00,BP.,BP,GBX,490.65,+4.45,+0.92
17/10/2019,10:00,BATS,BR.AMER.TOB.,GBX,2689.50,-4.00,-0.15
17/10/2019,10:00,BLND,BR.LAND,GBX,629.20,+9.20,+1.48
17/10/2019,10:00,BT.A,BT GROUP,GBX,201.55,+0.10,+0.05
17/10/2019,10:00,BNZL,BUNZL,GBX,1990.50,+14.00,+0.71
17/10/2019,10:00,BRBY,BURBERRY GRP,GBX,1949.00,+14.00,+0.72
17/10/2019,10:00,CCL,CARNIVAL,GBX,3055.00,-32.00,-1.04
17/10/2019,10:00,CNA,CENTRICA,GBX,70.60,+0.70,+1.00
17/10/2019,10:00,CCH,COCACOLA HBC AG,GBX,2447.00,-4.00,-0.16
17/10/2019,10:00,CPG,COMPASS GROUP,GBX,1943.00,+6.50,+0.34
17/10/2019,10:00,CRH,CRH,GBX,2731.00,+3.00,+0.11
17/10/2019,10:00,CRDA,CRODA INTL.,GBX,4742.00,+68.00,+1.46
17/10/2019,10:00,DCC,DCC,GBX,6978.00,+2.00,+0.03
17/10/2019,10:00,DGE,DIAGEO,GBX,3151.50,-11.50,-0.36
17/10/2019,10:00,EVR,EVRAZ,GBX,395.50,-2.30,-0.58
17/10/2019,10:00,EXPN,EXPERIAN,GBX,2416.00,+5.00,+0.21
17/10/2019,10:00,FERG,FERGUSON,GBX,6384.00,-4.00,-0.06
17/10/2019,10:00,FLTR,FLUTTER ENT,GBX,7508.00,-32.00,-0.42
17/10/2019,10:00,FRES,FRESNILLO,GBX,608.80,-0.80,-0.13
17/10/2019,10:00,GSK,GLAXOSMITHKLINE,GBX,1649.40,+13.20,+0.81
17/10/2019,10:00,GLEN,GLENCORE,GBX,231.10,+0.65,+0.28
17/10/2019,10:00,HLMA,HALMA,GBX,1884.00,+23.00,+1.24
17/10/2019,10:00,HL.,HARGREAVES LANS,GBX,1770.50,-29.50,-1.64
17/10/2019,10:00,HIK,HIKMA,GBX,2005.00,+5.00,+0.25
17/10/2019,10:00,HSX,HISCOX,GBX,1531.00,+13.00,+0.86
17/10/2019,10:00,HSBA,HSBC HLDGS.UK,GBX,610.90,+7.30,+1.21
17/10/2019,10:00,IMB,IMP.BRANDS,GBX,1845.00,+2.60,+0.14
17/10/2019,10:00,INF,INFORMA,GBX,766.00,-1.00,-0.13
17/10/2019,10:00,IHG,INTERCON. HOTEL,GBX,4721.00,+5.50,+0.12
17/10/2019,10:00,ITRK,INTERTEK GROUP,GBX,5084.00,-20.00,-0.39
17/10/2019,10:00,IAG,INTL CONSOL AIR,GBX,513.40,+2.00,+0.39
17/10/2019,10:00,ITV,ITV,GBX,134.60,+0.95,+0.71
17/10/2019,10:00,JD.,JD SPORTS,GBX,780.20,+5.20,+0.67
17/10/2019,10:00,JMAT,JOHNSON MATTHEY,GBX,3022.00,+27.00,+0.90
17/10/2019,10:00,JE.,JUST EAT,GBX,630.80,-1.20,-0.19
17/10/2019,10:00,KGF,KINGFISHER,GBX,215.40,-3.00,-1.37
17/10/2019,10:00,LAND,LAND SECS.,GBX,958.60,+8.40,+0.88
17/10/2019,10:00,LGEN,LEGAL&GEN.,GBX,271.30,+3.60,+1.34
17/10/2019,10:00,LLOY,LLOYDS GRP.,GBX,60.90,-0.13,-0.21
17/10/2019,10:00,LSE,LON.STK.EXCH,GBX,6992.00,-18.00,-0.26
17/10/2019,10:00,MGGT,MEGGITT,GBX,597.60,+0.40,+0.07
17/10/2019,10:00,MRO,MELROSE IND,GBX,207.60,+1.40,+0.68
17/10/2019,10:00,MNDI,MONDI,GBX,1615.50,+1.00,+0.06
17/10/2019,10:00,MRW,MORRISON (WM),GBX,202.00,-0.30,-0.15
17/10/2019,10:00,NG.,NATIONAL GRID,GBX,900.70,+5.40,+0.60
17/10/2019,10:00,NXT,NEXT,GBX,6784.00,+132.00,+1.98
17/10/2019,10:00,NMC,NMC HEALTH,GBX,2596.00,+27.00,+1.05
17/10/2019,10:00,OCDO,OCADO,GBX,1375.00,+24.50,+1.81
17/10/2019,10:00,PSON,PEARSON,GBX,679.80,-0.40,-0.06
17/10/2019,10:00,PSN,PERSIMMON,GBX,2324.00,-12.00,-0.51
17/10/2019,10:00,PHNX,PHOENIX GRP HDG,GBX,719.10,+7.60,+1.07
17/10/2019,10:00,POLY,POLYMETAL INT,GBX,1176.00,+22.00,+1.91
17/10/2019,10:00,PRU,PRUDENTIAL,GBX,1483.50,+24.00,+1.64
17/10/2019,10:00,RDSA,RDS 'A',GBX,2258.50,+10.00,+0.45
17/10/2019,10:00,RDSB,RDS 'B',GBX,2248.00,+15.50,+0.69
17/10/2019,10:00,RB.,RECKITT BEN. GP,GBX,6066.00,+73.00,+1.22
17/10/2019,10:00,REL,RELX,GBX,1791.50,-4.00,-0.22
17/10/2019,10:00,RTO,RENTOKIL INITL.,GBX,455.40,+13.20,+2.98
17/10/2019,10:00,RMV,RIGHTMOVE,GBX,558.80,-1.00,-0.18
17/10/2019,10:00,RIO,RIO TINTO,GBX,3970.50,+18.50,+0.47
17/10/2019,10:00,RR.,ROLLS-ROYCE HLG,GBX,737.80,-4.00,-0.54
17/10/2019,10:00,RBS,ROYAL BANK SCOT,GBX,230.10,+0.40,+0.17
17/10/2019,10:00,RSA,RSA INS.,GBX,518.60,+1.60,+0.31
17/10/2019,10:00,SGE,SAGE GRP.,GBX,696.20,+2.80,+0.40
17/10/2019,10:00,SBRY,SAINSBURY(J),GBX,215.10,+0.20,+0.09
17/10/2019,10:00,SDR,SCHRODERS,GBX,3037.00,+10.00,+0.33
17/10/2019,10:00,SMT,SCOTTISH MORT,GBX,492.80,+2.40,+0.49
17/10/2019,10:00,SGRO,SEGRO,GBX,810.40,+0.80,+0.10
17/10/2019,10:00,SVT,SEVERN TRENT,GBX,2279.00,-18.00,-0.78
17/10/2019,10:00,SN.,SMITH&NEPHEW,GBX,1848.00,+17.50,+0.96
17/10/2019,10:00,SMDS,SMITH(DS),GBX,353.30,+1.60,+0.46
17/10/2019,10:00,SMIN,SMITHS GROUP,GBX,1575.50,-36.00,-2.23
17/10/2019,10:00,SKG,SMURFIT KAP.,GBX,2564.00,+30.00,+1.18
17/10/2019,10:00,SPX,SPIRAX-SARCO,GBX,7385.00,+55.00,+0.75
17/10/2019,10:00,SSE,SSE,GBX,1308.50,+3.00,+0.23
17/10/2019,10:00,STJ,ST.JAMES'S PLAC,GBX,1000.50,+2.10,+0.21
17/10/2019,10:00,STAN,STAND.CHART.,GBX,659.20,+0.80,+0.12
17/10/2019,10:00,SLA,STD LIFE ABER,GBX,285.50,+0.20,+0.07
17/10/2019,10:00,TW.,TAYLOR WIMPEY,GBX,161.90,-2.10,-1.28
17/10/2019,10:00,TSCO,TESCO,GBX,241.50,-1.80,-0.74
17/10/2019,10:00,TUI,TUI AG,GBX,1039.50,+6.50,+0.63
17/10/2019,10:00,ULVR,UNILEVER,GBX,4693.00,+84.50,+1.83
17/10/2019,10:00,UU.,UTD. UTILITIES,GBX,878.60,-11.40,-1.28
17/10/2019,10:00,VOD,VODAFONE GRP.,GBX,161.48,+0.84,+0.52
17/10/2019,10:00,WTB,WHITBREAD,GBX,4270.00,+11.00,+0.26
17/10/2019,10:00,WPP,WPP,GBX,923.20,-6.00,-0.65
17/10/2019,10:15,III,3I GRP.,GBX,1066.00,+7.00,+0.66
17/10/2019,10:15,ABF,A.B.FOOD,GBX,2209.00,-1.00,-0.04
17/10/2019,10:15,ADM,ADMIRAL GRP,GBX,2053.00,+13.00,+0.64
17/10/2019,10:15,AAL,ANGLO AMERICAN,GBX,1912.80,+1.00,+0.05
17/10/2019,10:15,ANTO,ANTOFAGASTA,GBX,860.20,-10.20,-1.17
17/10/2019,10:15,AHT,ASHTEAD GRP.,GBX,2104.00,-7.00,-0.33
17/10/2019,10:15,AZN,ASTRAZENECA,GBX,6839.00,+24.00,+0.35
17/10/2019,10:15,AUTO,AUTO TRAD,GBX,535.40,0.00,+0.00
17/10/2019,10:15,AVV,AVEVA GRP,GBX,3840.00,+6.00,+0.16
17/10/2019,10:15,AV.,AVIVA,GBX,409.70,+1.20,+0.29
17/10/2019,10:15,BA.,BAE SYS.,GBX,537.20,-18.20,-3.28
17/10/2019,10:15,BARC,BARCLAYS,GBX,165.00,+0.74,+0.45
17/10/2019,10:15,BDEV,BARRATT DEVEL.,GBX,664.00,-12.80,-1.89
17/10/2019,10:15,BKG,BERKELEY GP.HLD,GBX,4442.00,-12.00,-0.27
17/10/2019,10:15,BHP,BHP GROUP,GBX,1620.80,-1.80,-0.11
17/10/2019,10:15,BP.,BP,GBX,491.55,+5.35,+1.10
17/10/2019,10:15,BATS,BR.AMER.TOB.,GBX,2699.00,+5.50,+0.20
17/10/2019,10:15,BLND,BR.LAND,GBX,629.00,+9.00,+1.45
17/10/2019,10:15,BT.A,BT GROUP,GBX,201.30,-0.15,-0.07
17/10/2019,10:15,BNZL,BUNZL,GBX,1997.00,+20.50,+1.04
17/10/2019,10:15,BRBY,BURBERRY GRP,GBX,1952.50,+17.50,+0.90
17/10/2019,10:15,CCL,CARNIVAL,GBX,3061.00,-26.00,-0.84
17/10/2019,10:15,CNA,CENTRICA,GBX,70.36,+0.46,+0.66
17/10/2019,10:15,CCH,COCACOLA HBC AG,GBX,2452.00,+1.00,+0.04
17/10/2019,10:15,CPG,COMPASS GROUP,GBX,1945.50,+9.00,+0.47
17/10/2019,10:15,CRH,CRH,GBX,2733.00,+5.00,+0.18
17/10/2019,10:15,CRDA,CRODA INTL.,GBX,4738.00,+64.00,+1.37
17/10/2019,10:15,DCC,DCC,GBX,6986.00,+10.00,+0.14
17/10/2019,10:15,DGE,DIAGEO,GBX,3156.00,-7.00,-0.22
17/10/2019,10:15,EVR,EVRAZ,GBX,395.70,-2.10,-0.53
17/10/2019,10:15,EXPN,EXPERIAN,GBX,2422.00,+11.00,+0.46
17/10/2019,10:15,FERG,FERGUSON,GBX,6394.00,+6.00,+0.09
17/10/2019,10:15,FLTR,FLUTTER ENT,GBX,7512.00,-28.00,-0.37
17/10/2019,10:15,FRES,FRESNILLO,GBX,611.40,+1.80,+0.29
17/10/2019,10:15,GSK,GLAXOSMITHKLINE,GBX,1653.20,+17.00,+1.04
17/10/2019,10:15,GLEN,GLENCORE,GBX,231.15,+0.70,+0.30
17/10/2019,10:15,HLMA,HALMA,GBX,1888.50,+27.50,+1.48
17/10/2019,10:15,HL.,HARGREAVES LANS,GBX,1770.00,-30.00,-1.67
17/10/2019,10:15,HIK,HIKMA,GBX,2010.00,+10.00,+0.50
17/10/2019,10:15,HSX,HISCOX,GBX,1531.00,+13.00,+0.86
17/10/2019,10:15,HSBA,HSBC HLDGS.UK,GBX,610.90,+7.30,+1.21
17/10/2019,10:15,IMB,IMP.BRANDS,GBX,1850.00,+7.60,+0.41
17/10/2019,10:15,INF,INFORMA,GBX,768.20,+1.20,+0.16
17/10/2019,10:15,IHG,INTERCON. HOTEL,GBX,4726.00,+10.50,+0.22
17/10/2019,10:15,ITRK,INTERTEK GROUP,GBX,5110.00,+6.00,+0.12
17/10/2019,10:15,IAG,INTL CONSOL AIR,GBX,513.80,+2.40,+0.47
17/10/2019,10:15,ITV,ITV,GBX,134.00,+0.35,+0.26
17/10/2019,10:15,JD.,JD SPORTS,GBX,781.80,+6.80,+0.88
17/10/2019,10:15,JMAT,JOHNSON MATTHEY,GBX,3022.00,+27.00,+0.90
17/10/2019,10:15,JE.,JUST EAT,GBX,634.60,+2.60,+0.41
17/10/2019,10:15,KGF,KINGFISHER,GBX,215.20,-3.20,-1.47
17/10/2019,10:15,LAND,LAND SECS.,GBX,956.80,+6.60,+0.69
17/10/2019,10:15,LGEN,LEGAL&GEN.,GBX,270.90,+3.20,+1.20
17/10/2019,10:15,LLOY,LLOYDS GRP.,GBX,60.76,-0.27,-0.44
17/10/2019,10:15,LSE,LON.STK.EXCH,GBX,6992.00,-18.00,-0.26
17/10/2019,10:15,MGGT,MEGGITT,GBX,599.00,+1.80,+0.30
17/10/2019,10:15,MRO,MELROSE IND,GBX,208.00,+1.80,+0.87
17/10/2019,10:15,MNDI,MONDI,GBX,1614.50,0.00,+0.00
17/10/2019,10:15,MRW,MORRISON (WM),GBX,201.70,-0.60,-0.30
17/10/2019,10:15,NG.,NATIONAL GRID,GBX,901.10,+5.80,+0.65
17/10/2019,10:15,NXT,NEXT,GBX,6776.00,+124.00,+1.86
17/10/2019,10:15,NMC,NMC HEALTH,GBX,2593.00,+24.00,+0.93
17/10/2019,10:15,OCDO,OCADO,GBX,1369.00,+18.50,+1.37
17/10/2019,10:15,PSON,PEARSON,GBX,681.80,+1.60,+0.23
17/10/2019,10:15,PSN,PERSIMMON,GBX,2318.00,-18.00,-0.77
17/10/2019,10:15,PHNX,PHOENIX GRP HDG,GBX,719.60,+8.10,+1.14
17/10/2019,10:15,POLY,POLYMETAL INT,GBX,1178.50,+24.50,+2.12
17/10/2019,10:15,PRU,PRUDENTIAL,GBX,1485.00,+25.50,+1.75
17/10/2019,10:15,RDSA,RDS 'A',GBX,2263.00,+14.50,+0.65
17/10/2019,10:15,RDSB,RDS 'B',GBX,2252.50,+20.00,+0.90
17/10/2019,10:15,RB.,RECKITT BEN. GP,GBX,6068.00,+75.00,+1.25
17/10/2019,10:15,REL,RELX,GBX,1796.50,+1.00,+0.06
17/10/2019,10:15,RTO,RENTOKIL INITL.,GBX,455.20,+13.00,+2.94
17/10/2019,10:15,RMV,RIGHTMOVE,GBX,559.80,0.00,+0.00
17/10/2019,10:15,RIO,RIO TINTO,GBX,3971.50,+19.50,+0.49
17/10/2019,10:15,RR.,ROLLS-ROYCE HLG,GBX,736.80,-5.00,-0.67
17/10/2019,10:15,RBS,ROYAL BANK SCOT,GBX,229.50,-0.20,-0.09
17/10/2019,10:15,RSA,RSA INS.,GBX,519.80,+2.80,+0.54
17/10/2019,10:15,SGE,SAGE GRP.,GBX,698.40,+5.00,+0.72
17/10/2019,10:15,SBRY,SAINSBURY(J),GBX,214.20,-0.70,-0.33
17/10/2019,10:15,SDR,SCHRODERS,GBX,3031.00,+4.00,+0.13
17/10/2019,10:15,SMT,SCOTTISH MORT,GBX,492.80,+2.40,+0.49
17/10/2019,10:15,SGRO,SEGRO,GBX,811.20,+1.60,+0.20
17/10/2019,10:15,SVT,SEVERN TRENT,GBX,2278.00,-19.00,-0.83
17/10/2019,10:15,SN.,SMITH&NEPHEW,GBX,1852.00,+21.50,+1.18
17/10/2019,10:15,SMDS,SMITH(DS),GBX,351.00,-0.70,-0.20
17/10/2019,10:15,SMIN,SMITHS GROUP,GBX,1580.00,-31.50,-1.96
17/10/2019,10:15,SKG,SMURFIT KAP.,GBX,2554.00,+20.00,+0.79
17/10/2019,10:15,SPX,SPIRAX-SARCO,GBX,7375.00,+45.00,+0.61
17/10/2019,10:15,SSE,SSE,GBX,1307.50,+2.00,+0.15
17/10/2019,10:15,STJ,ST.JAMES'S PLAC,GBX,999.00,+0.60,+0.06
17/10/2019,10:15,STAN,STAND.CHART.,GBX,659.80,+1.40,+0.21
17/10/2019,10:15,SLA,STD LIFE ABER,GBX,284.90,-0.40,-0.14
17/10/2019,10:15,TW.,TAYLOR WIMPEY,GBX,162.45,-1.55,-0.94
17/10/2019,10:15,TSCO,TESCO,GBX,241.40,-1.90,-0.78
17/10/2019,10:15,TUI,TUI AG,GBX,1036.00,+3.00,+0.29
17/10/2019,10:15,ULVR,UNILEVER,GBX,4702.50,+94.00,+2.04
17/10/2019,10:15,UU.,UTD. UTILITIES,GBX,878.80,-11.20,-1.26
17/10/2019,10:15,VOD,VODAFONE GRP.,GBX,161.52,+0.88,+0.55
17/10/2019,10:15,WTB,WHITBREAD,GBX,4264.00,+5.00,+0.12
17/10/2019,10:15,WPP,WPP,GBX,922.60,-6.60,-0.71
17/10/2019,10:30,III,3I GRP.,GBX,1063.00,+4.00,+0.38
17/10/2019,10:30,ABF,A.B.FOOD,GBX,2207.00,-3.00,-0.14
17/10/2019,10:30,ADM,ADMIRAL GRP,GBX,2050.00,+10.00,+0.49
17/10/2019,10:30,AAL,ANGLO AMERICAN,GBX,1909.20,-2.60,-0.14
17/10/2019,10:30,ANTO,ANTOFAGASTA,GBX,860.20,-10.20,-1.17
17/10/2019,10:30,AHT,ASHTEAD GRP.,GBX,2102.00,-9.00,-0.43
17/10/2019,10:30,AZN,ASTRAZENECA,GBX,6810.00,-5.00,-0.07
17/10/2019,10:30,AUTO,AUTO TRAD,GBX,532.60,-2.80,-0.52
17/10/2019,10:30,AVV,AVEVA GRP,GBX,3826.00,-8.00,-0.21
17/10/2019,10:30,AV.,AVIVA,GBX,409.20,+0.70,+0.17
17/10/2019,10:30,BA.,BAE SYS.,GBX,535.20,-20.20,-3.64
17/10/2019,10:30,BARC,BARCLAYS,GBX,165.44,+1.18,+0.72
17/10/2019,10:30,BDEV,BARRATT DEVEL.,GBX,661.60,-15.20,-2.25
17/10/2019,10:30,BKG,BERKELEY GP.HLD,GBX,4412.00,-42.00,-0.94
17/10/2019,10:30,BHP,BHP GROUP,GBX,1620.00,-2.60,-0.16
17/10/2019,10:30,BP.,BP,GBX,490.80,+4.60,+0.95
17/10/2019,10:30,BATS,BR.AMER.TOB.,GBX,2696.50,+3.00,+0.11
17/10/2019,10:30,BLND,BR.LAND,GBX,627.60,+7.60,+1.23
17/10/2019,10:30,BT.A,BT GROUP,GBX,201.55,+0.10,+0.05
17/10/2019,10:30,BNZL,BUNZL,GBX,1988.50,+12.00,+0.61
17/10/2019,10:30,BRBY,BURBERRY GRP,GBX,1938.50,+3.50,+0.18
17/10/2019,10:30,CCL,CARNIVAL,GBX,3087.00,0.00,+0.00
17/10/2019,10:30,CNA,CENTRICA,GBX,70.46,+0.56,+0.80
17/10/2019,10:30,CCH,COCACOLA HBC AG,GBX,2444.00,-7.00,-0.29
17/10/2019,10:30,CPG,COMPASS GROUP,GBX,1941.00,+4.50,+0.23
17/10/2019,10:30,CRH,CRH,GBX,2725.00,-3.00,-0.11
17/10/2019,10:30,CRDA,CRODA INTL.,GBX,4730.00,+56.00,+1.20
17/10/2019,10:30,DCC,DCC,GBX,6984.00,+8.00,+0.12
17/10/2019,10:30,DGE,DIAGEO,GBX,3149.50,-13.50,-0.43
17/10/2019,10:30,EVR,EVRAZ,GBX,396.20,-1.60,-0.40
17/10/2019,10:30,EXPN,EXPERIAN,GBX,2414.00,+3.00,+0.12
17/10/2019,10:30,FERG,FERGUSON,GBX,6400.00,+12.00,+0.19
17/10/2019,10:30,FLTR,FLUTTER ENT,GBX,7512.00,-28.00,-0.37
17/10/2019,10:30,FRES,FRESNILLO,GBX,609.00,-0.60,-0.10
17/10/2019,10:30,GSK,GLAXOSMITHKLINE,GBX,1648.40,+12.20,+0.75
17/10/2019,10:30,GLEN,GLENCORE,GBX,231.45,+1.00,+0.43
17/10/2019,10:30,HLMA,HALMA,GBX,1881.50,+20.50,+1.10
17/10/2019,10:30,HL.,HARGREAVES LANS,GBX,1762.00,-38.00,-2.11
17/10/2019,10:30,HIK,HIKMA,GBX,2010.00,+10.00,+0.50
17/10/2019,10:30,HSX,HISCOX,GBX,1528.00,+10.00,+0.66
17/10/2019,10:30,HSBA,HSBC HLDGS.UK,GBX,611.30,+7.70,+1.28
17/10/2019,10:30,IMB,IMP.BRANDS,GBX,1847.40,+5.00,+0.27
17/10/2019,10:30,INF,INFORMA,GBX,770.60,+3.60,+0.47
17/10/2019,10:30,IHG,INTERCON. HOTEL,GBX,4719.50,+4.00,+0.09
17/10/2019,10:30,ITRK,INTERTEK GROUP,GBX,5088.00,-16.00,-0.31
17/10/2019,10:30,IAG,INTL CONSOL AIR,GBX,514.00,+2.60,+0.51
17/10/2019,10:30,ITV,ITV,GBX,134.05,+0.40,+0.30
17/10/2019,10:30,JD.,JD SPORTS,GBX,780.40,+5.40,+0.70
17/10/2019,10:30,JMAT,JOHNSON MATTHEY,GBX,3023.00,+28.00,+0.94
17/10/2019,10:30,JE.,JUST EAT,GBX,630.80,-1.20,-0.19
17/10/2019,10:30,KGF,KINGFISHER,GBX,215.00,-3.40,-1.56
17/10/2019,10:30,LAND,LAND SECS.,GBX,953.80,+3.60,+0.38
17/10/2019,10:30,LGEN,LEGAL&GEN.,GBX,270.90,+3.20,+1.20
17/10/2019,10:30,LLOY,LLOYDS GRP.,GBX,60.96,-0.07,-0.12
17/10/2019,10:30,LSE,LON.STK.EXCH,GBX,6936.00,-74.00,-1.06
17/10/2019,10:30,MGGT,MEGGITT,GBX,598.20,+1.00,+0.17
17/10/2019,10:30,MRO,MELROSE IND,GBX,207.60,+1.40,+0.68
17/10/2019,10:30,MNDI,MONDI,GBX,1608.50,-6.00,-0.37
17/10/2019,10:30,MRW,MORRISON (WM),GBX,201.60,-0.70,-0.35
17/10/2019,10:30,NG.,NATIONAL GRID,GBX,901.70,+6.40,+0.71
17/10/2019,10:30,NXT,NEXT,GBX,6718.00,+66.00,+0.99
17/10/2019,10:30,NMC,NMC HEALTH,GBX,2599.00,+30.00,+1.17
17/10/2019,10:30,OCDO,OCADO,GBX,1367.00,+16.50,+1.22
17/10/2019,10:30,PSON,PEARSON,GBX,682.20,+2.00,+0.29
17/10/2019,10:30,PSN,PERSIMMON,GBX,2314.00,-22.00,-0.94
17/10/2019,10:30,PHNX,PHOENIX GRP HDG,GBX,719.40,+7.90,+1.11
17/10/2019,10:30,POLY,POLYMETAL INT,GBX,1172.50,+18.50,+1.60
17/10/2019,10:30,PRU,PRUDENTIAL,GBX,1484.00,+24.50,+1.68
17/10/2019,10:30,RDSA,RDS 'A',GBX,2261.50,+13.00,+0.58
17/10/2019,10:30,RDSB,RDS 'B',GBX,2251.50,+19.00,+0.85
17/10/2019,10:30,RB.,RECKITT BEN. GP,GBX,6034.00,+41.00,+0.68
17/10/2019,10:30,REL,RELX,GBX,1791.50,-4.00,-0.22
17/10/2019,10:30,RTO,RENTOKIL INITL.,GBX,454.60,+12.40,+2.80
17/10/2019,10:30,RMV,RIGHTMOVE,GBX,557.80,-2.00,-0.36
17/10/2019,10:30,RIO,RIO TINTO,GBX,3972.00,+20.00,+0.51
17/10/2019,10:30,RR.,ROLLS-ROYCE HLG,GBX,735.00,-6.80,-0.92
17/10/2019,10:30,RBS,ROYAL BANK SCOT,GBX,229.90,+0.20,+0.09
17/10/2019,10:30,RSA,RSA INS.,GBX,519.40,+2.40,+0.46
17/10/2019,10:30,SGE,SAGE GRP.,GBX,695.60,+2.20,+0.32
17/10/2019,10:30,SBRY,SAINSBURY(J),GBX,214.10,-0.80,-0.37
17/10/2019,10:30,SDR,SCHRODERS,GBX,3023.00,-4.00,-0.13
17/10/2019,10:30,SMT,SCOTTISH MORT,GBX,491.80,+1.40,+0.28
17/10/2019,10:30,SGRO,SEGRO,GBX,812.20,+2.60,+0.32
17/10/2019,10:30,SVT,SEVERN TRENT,GBX,2275.00,-22.00,-0.96
17/10/2019,10:30,SN.,SMITH&NEPHEW,GBX,1845.00,+14.50,+0.79
17/10/2019,10:30,SMDS,SMITH(DS),GBX,349.40,-2.30,-0.65
17/10/2019,10:30,SMIN,SMITHS GROUP,GBX,1579.00,-32.50,-2.02
17/10/2019,10:30,SKG,SMURFIT KAP.,GBX,2530.00,-4.00,-0.16
17/10/2019,10:30,SPX,SPIRAX-SARCO,GBX,7370.00,+40.00,+0.55
17/10/2019,10:30,SSE,SSE,GBX,1308.00,+2.50,+0.19
17/10/2019,10:30,STJ,ST.JAMES'S PLAC,GBX,997.60,-0.80,-0.08
17/10/2019,10:30,STAN,STAND.CHART.,GBX,659.00,+0.60,+0.09
17/10/2019,10:30,SLA,STD LIFE ABER,GBX,284.80,-0.50,-0.17
17/10/2019,10:30,TW.,TAYLOR WIMPEY,GBX,161.70,-2.30,-1.40
17/10/2019,10:30,TSCO,TESCO,GBX,241.00,-2.30,-0.94
17/10/2019,10:30,TUI,TUI AG,GBX,1039.00,+6.00,+0.58
17/10/2019,10:30,ULVR,UNILEVER,GBX,4671.50,+63.00,+1.37
17/10/2019,10:30,UU.,UTD. UTILITIES,GBX,876.60,-13.40,-1.51
17/10/2019,10:30,VOD,VODAFONE GRP.,GBX,161.68,+1.04,+0.65
17/10/2019,10:30,WTB,WHITBREAD,GBX,4262.00,+3.00,+0.07
17/10/2019,10:30,WPP,WPP,GBX,926.40,-2.80,-0.30
17/10/2019,10:45,III,3I GRP.,GBX,1066.00,+7.00,+0.66
17/10/2019,10:45,ABF,A.B.FOOD,GBX,2206.00,-4.00,-0.18
17/10/2019,10:45,ADM,ADMIRAL GRP,GBX,2052.00,+12.00,+0.59
17/10/2019,10:45,AAL,ANGLO AMERICAN,GBX,1906.40,-5.40,-0.28
17/10/2019,10:45,ANTO,ANTOFAGASTA,GBX,857.20,-13.20,-1.52
17/10/2019,10:45,AHT,ASHTEAD GRP.,GBX,2105.00,-6.00,-0.28
17/10/2019,10:45,AZN,ASTRAZENECA,GBX,6773.00,-42.00,-0.62
17/10/2019,10:45,AUTO,AUTO TRAD,GBX,536.20,+0.80,+0.15
17/10/2019,10:45,AVV,AVEVA GRP,GBX,3826.00,-8.00,-0.21
17/10/2019,10:45,AV.,AVIVA,GBX,410.90,+2.40,+0.59
17/10/2019,10:45,BA.,BAE SYS.,GBX,534.00,-21.40,-3.85
17/10/2019,10:45,BARC,BARCLAYS,GBX,166.48,+2.22,+1.35
17/10/2019,10:45,BDEV,BARRATT DEVEL.,GBX,668.00,-8.80,-1.30
17/10/2019,10:45,BKG,BERKELEY GP.HLD,GBX,4455.00,+1.00,+0.02
17/10/2019,10:45,BHP,BHP GROUP,GBX,1617.00,-5.60,-0.34
17/10/2019,10:45,BP.,BP,GBX,489.45,+3.25,+0.67
17/10/2019,10:45,BATS,BR.AMER.TOB.,GBX,2674.00,-19.50,-0.72
17/10/2019,10:45,BLND,BR.LAND,GBX,632.60,+12.60,+2.03
17/10/2019,10:45,BT.A,BT GROUP,GBX,202.85,+1.40,+0.69
17/10/2019,10:45,BNZL,BUNZL,GBX,1984.50,+8.00,+0.41
17/10/2019,10:45,BRBY,BURBERRY GRP,GBX,1931.00,-4.00,-0.21
17/10/2019,10:45,CCL,CARNIVAL,GBX,3066.00,-21.00,-0.68
17/10/2019,10:45,CNA,CENTRICA,GBX,70.62,+0.72,+1.03
17/10/2019,10:45,CCH,COCACOLA HBC AG,GBX,2434.00,-17.00,-0.69
17/10/2019,10:45,CPG,COMPASS GROUP,GBX,1937.50,+1.00,+0.05
17/10/2019,10:45,CRH,CRH,GBX,2726.00,-2.00,-0.07
17/10/2019,10:45,CRDA,CRODA INTL.,GBX,4724.00,+50.00,+1.07
17/10/2019,10:45,DCC,DCC,GBX,6976.00,0.00,+0.00
17/10/2019,10:45,DGE,DIAGEO,GBX,3131.50,-31.50,-1.00
17/10/2019,10:45,EVR,EVRAZ,GBX,394.20,-3.60,-0.91
